source (en),translation (ko)
"If something goes wrong in the above process, just copy your backed up database file over the original file and start again.","위의 과정에서 문제가 발생하면, 백업된 데이터베이스 파일을 원본 파일에 복사하고 다시 시작하면 됩니다."
Internationalization,국제화
:func:`django.views.i18n.set_language` now requires a POST request,:func:`django.views.i18n.set_language`는 이제 POST 요청을 필요로 합니다.
"Previously, a GET request was used. The old behavior meant that state (the locale used to display the site) could be changed by a GET request, which is against the HTTP specification's recommendations. Code calling this view must ensure that a POST request is now made, instead of a GET. This means you can no longer use a link to access the view, but must use a form submission of some kind (e.g. a button).","이전에는 GET 요청이 사용되었습니다. 이전 동작은 상태(사이트를 표시하는 데 사용되는 로케일)가 HTTP 사양의 권장 사항에 위배되는 GET 요청에 의해 변경될 수 있음을 의미했습니다. 이 뷰를 호출하는 코드는 이제 GET 대신 POST 요청이 이루어지도록 해야 합니다. 즉, 더 이상 링크를 사용하여 뷰에 액세스할 수 없지만, 일종의 양식 제출(예: 버튼)을 사용해야 합니다."
``_()`` is no longer in builtins,``_()``는 더 이상 내장 함수에 없음
"``_()`` (the callable object whose name is a single underscore) is no longer monkeypatched into builtins -- that is, it's no longer available magically in every module.","``_()``(이름이 단일 밑줄인 호출 가능한 객체)는 더 이상 내장 함수들에 몽키패치되지 않습니다. 즉, 더 이상 모든 모듈에서 사용할 수 없습니다."
"If you were previously relying on ``_()`` always being present, you should now explicitly import ``ugettext`` or ``ugettext_lazy``, if appropriate, and alias it to ``_`` yourself::","이전에 항상 존재하는 ``_()``에 의존했다면, 이제 적절하다면 ``ugettext`` 또는 ``ugettext_lazy``를 명시적으로 임포트하고 직접 ``_``에 별칭을 지정해야 합니다::"
HTTP request/response objects,HTTP 요청/응답 객체
Dictionary access to ``HttpRequest``,``HttpRequest``에 대한 사전 액세스
"``HttpRequest`` objects no longer directly support dictionary-style access; previously, both ``GET`` and ``POST`` data were directly available on the ``HttpRequest`` object (e.g., you could check for a piece of form data by using ``if 'some_form_key' in request`` or by reading ``request['some_form_key']``. This is no longer supported; if you need access to the combined ``GET`` and ``POST`` data, use ``request.REQUEST`` instead.","``HttpRequest`` 개체는 더 이상 사전 스타일 액세스를 직접 지원하지 않습니다. 이전에는 ``if 'some_form_key' in request``를 사용하거나 ``request['some_form_key']``를 읽음으로써 ``GET`` 및 ``POST`` 데이터 모두 ``HttpRequest`` 객체에서 직접 사용할 수 있었습니다. 이것은 더 이상 지원되지 않습니다. 결합된 ``GET`` 및 ``POST`` 데이터에 액세스해야 하는 경우, 대신 ``request.REQUEST``를 사용하십시오."
"It is strongly suggested, however, that you always explicitly look in the appropriate dictionary for the type of request you expect to receive (``request.GET`` or ``request.POST``); relying on the combined ``request.REQUEST`` dictionary can mask the origin of incoming data.",그러나 수신될 것으로 예상되는 요청 유형(``request.GET`` 또는 ``request.POST``)에 대해 항상 적절한 사전을 명시적으로 찾아볼 것을 강력하게 제안합니다. 결합된 ``request.REQUEST`` 사전에 의존하면 들어오는 데이터의 출처를 숨길 수 있습니다.
Accessing ``HTTPResponse`` headers,``HTTPResponse`` 헤더 접근
``django.http.HttpResponse.headers`` has been renamed to ``_headers`` and :class:`~django.http.HttpResponse` now supports containment checking directly. So use ``if header in response:`` instead of ``if header in response.headers:``.,``django.http.HttpResponse.headers``는 ``_headers``로 이름이 바뀌었고 :class:`~django.http.HttpResponse`는 이제 포함 검사를 직접 지원합니다. 따라서 ``if header in response.headers:`` 대신 ``if header in response:``를 사용하십시오.
Generic relations,범용 관계
Generic relations have been moved out of core,범용 관계가 코어에서 이동됨
The generic relation classes -- ``GenericForeignKey`` and ``GenericRelation`` -- have moved into the :mod:`django.contrib.contenttypes` module.,범용 관계 클래스 -- ``GenericForeignKey`` 및 ``GenericRelation`` --은 :mod:`django.contrib.contenttypes` 모듈로 이동했습니다.
:meth:`django.test.Client.login` has changed,:meth:`django.test.Client.login`이 변경됨
Management commands,관리 명령어
Running management commands from your code,코드에서 관리 명령 실행
:mod:`django.core.management` has been greatly refactored.,:mod:`django.core.management`가 크게 리팩토링되었습니다.
"Calls to management services in your code now need to use ``call_command``. For example, if you have some test code that calls flush and load_data::","코드에서 관리 서비스에 대한 호출은 이제 ``call_command``를 사용해야 합니다. 예를 들어, flush 및 load_data를 호출하는 테스트 코드가 있는 경우::"
...you'll need to change this code to read::,...이 코드를 다음과 같이 변경해야 합니다::
Subcommands must now precede options,이제 하위 명령이 옵션 앞에 와야 합니다.
``django-admin.py`` and ``manage.py`` now require subcommands to precede options. So:,``django-admin.py`` 및 ``manage.py``는 이제 옵션 앞에 하위 명령이 필요합니다. 그래서:
...no longer works and should be changed to:,...더 이상 작동하지 않으며 다음으로 변경해야 합니다.
``Feed.__init__`` has changed,``Feed.__init__``이 변경되었습니다.
"The ``__init__()`` method of the syndication framework's ``Feed`` class now takes an ``HttpRequest`` object as its second parameter, instead of the feed's URL. This allows the syndication framework to work without requiring the sites framework. This only affects code that subclasses ``Feed`` and overrides the ``__init__()`` method, and code that calls ``Feed.__init__()`` directly.","신디케이션 프레임워크의 ``Feed`` 클래스의 ``__init__()`` 메서드는 이제 피드의 URL 대신 ``HttpRequest`` 객체를 두 번째 매개변수로 사용합니다. 이를 통해 사이트 프레임워크 없이 신디케이션 프레임워크가 작동할 수 있습니다. 이는 ``Feed``를 하위 클래스로 만들고, ``__init__()`` 메서드를 재정의하는 코드와 ``Feed.__init__()``를 직접 호출하는 코드에만 영향을 미칩니다."
Data structures,데이터 구조
``SortedDictFromList`` is gone,``SortedDictFromList`` 사라짐
``django.newforms.forms.SortedDictFromList`` was removed. ``django.utils.datastructures.SortedDict`` can now be instantiated with a sequence of tuples.,``django.newforms.forms.SortedDictFromList``가 제거되었습니다. ``django.utils.datastructures.SortedDict``는 이제 일련의 튜플로 인스턴스화될 수 있습니다.
To update your code:,코드를 업데이트하려면:
Use ``django.utils.datastructures.SortedDict`` wherever you were using ``django.newforms.forms.SortedDictFromList``.,``django.newforms.forms.SortedDictFromList``를 사용하던 곳에서 ``django.utils.datastructures.SortedDict``를 사용하십시오.
"Because ``django.utils.datastructures.SortedDict.copy`` doesn't return a deepcopy as ``SortedDictFromList.copy()`` did, you will need to update your code if you were relying on a deepcopy. Do this by using ``copy.deepcopy`` directly.","``django.utils.datastructures.SortedDict.copy``는 ``SortedDictFromList.copy()``처럼 깊은 복사본을 반환하지 않기 때문에, 깊은 복사본에 의존하는 경우 코드를 업데이트해야 합니다. ``copy.deepcopy``를 직접 사용하여 이를 수행하십시오."
Database backend functions,데이터베이스 백엔드 기능
Database backend functions have been renamed,데이터베이스 백엔드 기능의 이름이 변경되었습니다.
"Almost *all* of the database backend-level functions have been renamed and/or relocated. None of these were documented, but you'll need to change your code if you're using any of these functions, all of which are in :mod:`django.db`:","거의 *모든* 데이터베이스 백엔드 수준 함수들의 이름이 바뀌거나 재배치되었습니다. 이 중 어느 것도 문서화되지는 않았지만, 이러한 함수들을 사용하는 경우 코드를 변경해야 합니다. 이 함수들은 모두 :mod:`django.db`에 있습니다."
``backend.get_autoinc_sql``,``backend.get_autoinc_sql``
``connection.ops.autoinc_sql``,``connection.ops.autoinc_sql``
``backend.get_date_extract_sql``,``backend.get_date_extract_sql``
``connection.ops.date_extract_sql``,``connection.ops.date_extract_sql``
``backend.get_date_trunc_sql``,``backend.get_date_trunc_sql``
``connection.ops.date_trunc_sql``,``connection.ops.date_trunc_sql``
``backend.get_datetime_cast_sql``,``backend.get_datetime_cast_sql``
``connection.ops.datetime_cast_sql``,``connection.ops.datetime_cast_sql``
``backend.get_deferrable_sql``,``backend.get_deferrable_sql``
``connection.ops.deferrable_sql``,``connection.ops.deferrable_sql``
``backend.get_drop_foreignkey_sql``,``backend.get_drop_foreignkey_sql``
``connection.ops.drop_foreignkey_sql``,``connection.ops.drop_foreignkey_sql``
``backend.get_fulltext_search_sql``,``backend.get_fulltext_search_sql``
``connection.ops.fulltext_search_sql``,``connection.ops.fulltext_search_sql``
``backend.get_last_insert_id``,``backend.get_last_insert_id``
``connection.ops.last_insert_id``,``connection.ops.last_insert_id``
``backend.get_limit_offset_sql``,``backend.get_limit_offset_sql``
``connection.ops.limit_offset_sql``,``connection.ops.limit_offset_sql``
``backend.get_max_name_length``,``backend.get_max_name_length``
``connection.ops.max_name_length``,``connection.ops.max_name_length``
``backend.get_pk_default_value``,``backend.get_pk_default_value``
``connection.ops.pk_default_value``,``connection.ops.pk_default_value``
``backend.get_random_function_sql``,``backend.get_random_function_sql``
``connection.ops.random_function_sql``,``connection.ops.random_function_sql``
``backend.get_sql_flush``,``backend.get_sql_flush``
``connection.ops.sql_flush``,``connection.ops.sql_flush``
``backend.get_sql_sequence_reset``,``backend.get_sql_sequence_reset``
``connection.ops.sequence_reset_sql``,``connection.ops.sequence_reset_sql``
``backend.get_start_transaction_sql``,``backend.get_start_transaction_sql``
``connection.ops.start_transaction_sql``,``connection.ops.start_transaction_sql``
``backend.get_tablespace_sql``,``backend.get_tablespace_sql``
``connection.ops.tablespace_sql``,``connection.ops.tablespace_sql``
``backend.quote_name``,``backend.quote_name``
``connection.ops.quote_name``,``connection.ops.quote_name``
``backend.get_query_set_class``,``backend.get_query_set_class``
``connection.ops.query_set_class``,``connection.ops.query_set_class``
``backend.get_field_cast_sql``,``backend.get_field_cast_sql``
``connection.ops.field_cast_sql``,``connection.ops.field_cast_sql``
``backend.get_drop_sequence``,``backend.get_drop_sequence``
``connection.ops.drop_sequence_sql``,``connection.ops.drop_sequence_sql``
``backend.OPERATOR_MAPPING``,``backend.OPERATOR_MAPPING``
``connection.operators``,``connection.operators``
``backend.allows_group_by_ordinal``,``backend.allows_group_by_ordinal``
``connection.features.allows_group_by_ordinal``,``connection.features.allows_group_by_ordinal``
``backend.allows_unique_and_pk``,``backend.allows_unique_and_pk``
``connection.features.allows_unique_and_pk``,``connection.features.allows_unique_and_pk``
``backend.autoindexes_primary_keys``,``backend.autoindexes_primary_keys``
``connection.features.autoindexes_primary_keys``,``connection.features.autoindexes_primary_keys``
``backend.needs_datetime_string_cast``,``backend.needs_datetime_string_cast``
``connection.features.needs_datetime_string_cast``,``connection.features.needs_datetime_string_cast``
``backend.needs_upper_for_iops``,``backend.needs_upper_for_iops``
``connection.features.needs_upper_for_iops``,``connection.features.needs_upper_for_iops``
``backend.supports_constraints``,``backend.supports_constraints``
``connection.features.supports_constraints``,``connection.features.supports_constraints``
``backend.supports_tablespaces``,``backend.supports_tablespaces``
``connection.features.supports_tablespaces``,``connection.features.supports_tablespaces``
``backend.uses_case_insensitive_names``,``backend.uses_case_insensitive_names``
``connection.features.uses_case_insensitive_names``,``connection.features.uses_case_insensitive_names``
``backend.uses_custom_queryset``,``backend.uses_custom_queryset``
``connection.features.uses_custom_queryset``,``connection.features.uses_custom_queryset``
Django 1.0.1 release notes,Django 1.0.1 릴리즈 노트
Welcome to Django 1.0.1!,Django 1.0.1에 오신 것을 환영합니다!
"This is the first ""bugfix"" release in the Django 1.0 series, improving the stability and performance of the Django 1.0 codebase. As such, Django 1.0.1 contains no new features (and, pursuant to :doc:`our compatibility policy </misc/api-stability/>`, maintains backwards compatibility with Django 1.0), but does contain a number of fixes and other improvements. Django 1.0.1 is a recommended upgrade for any development or deployment currently using or targeting Django 1.0.","이것은 Django 1.0 시리즈의 첫 번째 ""버그 수정"" 릴리스로, Django 1.0 코드베이스의 안정성과 성능을 향상시킵니다. 따라서 Django 1.0.1에는 새로운 기능이 포함되어 있지 않지만(:doc:`Django 1.0과의 호환성 정책 </misc/api-stability/>`에 따라) 많은 수정 및 기타 개선 사항이 포함되어 있습니다. Django 1.0.1은 현재 Django 1.0을 사용하거나 대상으로 하는 모든 개발 또는 배포에 권장되는 업그레이드입니다."
Fixes and improvements in Django 1.0.1,Django 1.0.1의 수정 및 개선 사항
"Django 1.0.1 contains over two hundred fixes to the original Django 1.0 codebase; full details of every fix are available in `the history of the 1.0.X branch`_, but here are some of the highlights:",Django 1.0.1에는 오리지널 Django 1.0 코드베이스에 대한 200개 이상의 수정 사항이 포함되어 있습니다. 모든 수정 사항에 대한 자세한 내용은 `1.0.X 브랜치 기록`_에서 확인할 수 있지만 다음은 몇 가지 주요 사항들입니다:
"Several fixes in ``django.contrib.comments``, pertaining to RSS feeds of comments, default ordering of comments and the XHTML and internationalization of the default templates for comments.","주석의 RSS 피드, 주석의 기본 순서 및 XHTML 및 주석에 대한 기본 템플릿의 국제화와 관련된 ``django.contrib.comments``의 몇 가지 수정 사항입니다."
"Multiple fixes for Django's support of Oracle databases, including pagination support for GIS QuerySets, more efficient slicing of results and improved introspection of existing databases.","GIS QuerySets에 대한 페이지네이션 지원, 보다 효율적인 결과 슬라이싱 및 기존 데이터베이스의 향상된 내부 검사를 포함하고 있는 Django의 Oracle 데이터베이스 지원에 대한 여러 가지 수정 사항입니다."
"Several fixes for query support in the Django object-relational mapper, including repeated setting and resetting of ordering and fixes for working with ``INSERT``-only queries.","Django 개체 관계형 매퍼의 쿼리 지원에 대한 몇 가지 수정 사항에는 순서의 반복 설정 및 재설정, ``INSERT`` 전용 쿼리 작업에 대한 수정 사항이 포함됩니다."
Multiple fixes for inline forms in formsets.,양식 집합의 인라인 양식에 대한 여러 수정 사항.
Multiple fixes for ``unique`` and ``unique_together`` model constraints in automatically-generated forms.,자동 생성 양식의 ``unique`` 및 ``unique_together`` 모델 제약 조건에 대한 여러 수정 사항들.
Fixed support for custom callable ``upload_to`` declarations when handling file uploads through automatically-generated forms.,"자동 생성된 양식을 통해 파일 업로드를 처리할 때, 호출 가능한 사용자 정의 ``upload_to`` 선언에 대한 지원이 수정되었습니다."
Fixed support for sorting an admin change list based on a callable attributes in ``list_display``.,``list_display``에서 호출 가능한 속성을 기반으로 관리자 변경 목록 정렬에 대한 지원을 수정했습니다.
"A fix to the application of autoescaping for literal strings passed to the ``join`` template filter. Previously, literal strings passed to ``join`` were automatically escaped, contrary to :ref:`the documented behavior for autoescaping and literal strings <string-literals-and-automatic-escaping>`. Literal strings passed to ``join`` are no longer automatically escaped, meaning you must now manually escape them; this is an incompatibility if you were relying on this bug, but not if you were relying on escaping behaving as documented.","``join`` 템플릿 필터에 전달된 리터럴 문자열에 대한 자동 이스케이프 적용이 수정되었습니다. 이전에는 :ref:`자동 이스케이프 및 리터럴 문자열 <string-literals-and-automatic-escaping>에 대한 문서화된 동작`과 다르게 ``join``에 전달된 리터럴 문자열은 자동으로 이스케이프되었습니다. 이제 ``join``에 전달된 리터럴 문자열은 더 이상 자동으로 이스케이프되지 않습니다. 즉, 이제 수동으로 이스케이프해야 합니다. 이 변경 사항은 기존에 이 버그에 의존했었을 경우 비호환적이지만, 문서화된 대로 행동하는 이스케이프에 의존했었을 경우에는 그렇지 않습니다."
Improved and expanded translation files for many of the languages Django supports by default.,Django가 기본적으로 지원하는 많은 언어에 대해 개선되고 확장된 번역 파일입니다.
"And as always, a large number of improvements to Django's documentation, including both corrections to existing documents and expanded and new documentation.","그리고 항상 그렇듯이, 기존 문서에 대한 수정과 확장되고 새로운 문서를 포함하여 Django 문서에 대한 많은 개선 사항이 있습니다."
Django 1.0.2 release notes,Django 1.0.2 릴리즈 노트
Welcome to Django 1.0.2!,Django 1.0.2에 오신 것을 환영합니다!
"This is the second ""bugfix"" release in the Django 1.0 series, improving the stability and performance of the Django 1.0 codebase. As such, Django 1.0.2 contains no new features (and, pursuant to :doc:`our compatibility policy </misc/api-stability>`, maintains backwards compatibility with Django 1.0.0), but does contain a number of fixes and other improvements. Django 1.0.2 is a recommended upgrade for any development or deployment currently using or targeting Django 1.0.","이것은 Django 1.0 시리즈의 두 번째 ""버그 수정"" 릴리스로, Django 1.0 코드베이스의 안정성과 성능을 향상시킵니다. 따라서 Django 1.0.2에는 새로운 기능이 포함되어 있지 않지만(그리고 :doc:`Django 1.0.0과의 호환성 정책 </misc/api-stability>`에 따라) 많은 수정 사항 및 기타 개선 사항이 포함되어 있습니다. Django 1.0.2는 현재 Django 1.0을 사용하거나 대상으로 하는 모든 개발 또는 배포에 권장되는 업그레이드입니다."
Fixes and improvements in Django 1.0.2,Django 1.0.2의 수정 및 개선 사항
"The primary reason behind this release is to remedy an issue in the recently-released Django 1.0.1; the packaging scripts used for Django 1.0.1 omitted some directories from the final release package, including one directory required by ``django.contrib.gis`` and part of Django's unit-test suite.",이 릴리스의 주된 이유는 최근 릴리스된 Django 1.0.1의 문제를 해결하기 위한 것입니다. Django 1.0.1에 사용된 패키징 스크립트는 ``django.contrib.gis``에 필요한 디렉토리와 Django의 단위 테스트 스위트의 일부를 포함하여 최종 릴리스 패키지에서 일부 디렉토리를 생략했습니다.
"Django 1.0.2 contains updated packaging scripts, and the release package contains the directories omitted from Django 1.0.1. As such, this release contains all of the fixes and improvements from Django 1.0.1; see :doc:`the Django 1.0.1 release notes </releases/1.0.1>` for details.","Django 1.0.2에는 업데이트된 패키징 스크립트가 포함되어 있으며, 릴리스 패키지에는 Django 1.0.1에서 생략된 디렉토리가 포함되어 있습니다. 따라서 이 릴리스에는 Django 1.0.1의 모든 수정 사항과 개선 사항이 포함되어 있습니다. 자세한 내용은 :doc:`Django 1.0.1 릴리스 노트 </releases/1.0.1>`을 참조하십시오."
``mysite/urls.py``,``mysite/urls.py``
``polls/urls.py``,``polls/urls.py``
